megyekod;kshkod;megye;irsz;telepules;lakossag;ffi;no;tipus
7;13903;FEJ;2425;Nádasdladány;1 810;920;890;község
7;07001;FEJ;2435;Nagykarácsony;1 411;717;694;község
7;32364;FEJ;8065;Nagylók;1 086;537;549;község
7;23588;FEJ;2421;Nagyveleg;649;321;328;község
7;26134;FEJ;2063;Nagyvenyim;4 235;2 123;2 112;község
7;34306;FEJ;8095;Óbarok;822;430;392;község
7;25751;FEJ;8092;Pákozd;3 375;1 707;1 668;község
7;28848;FEJ;2476;Pátka;1 758;875;883;község
7;21786;FEJ;8066;Pázmánd;2 200;1 123;1 077;község
7;17774;FEJ;2465;Pusztavám;2 522;1 220;1 302;község
7;02015;FEJ;7014;Ráckeresztúr;3 521;1 774;1 747;község
7;02723;FEJ;8051;Sáregres;685;355;330;község
7;31802;FEJ;8125;Sárkeresztes;1 533;750;783;község
7;25344;FEJ;8144;Sárkeresztúr;2 592;1 292;1 300;község
7;02699;FEJ;8126;Sárkeszi;604;310;294;község
7;31538;FEJ;8143;Sárszentágota;1 360;676;684;község
7;11776;FEJ;8072;Sárszentmihály;3 148;1 592;1 556;község
7;02893;FEJ;8096;Söréd;533;265;268;község
7;14951;FEJ;2432;Sukoró;1 714;878;836;község
7;13259;FEJ;8138;Szabadegyháza;2 150;1 070;1 080;község
7;18740;FEJ;2066;Szabadhídvég;859;429;430;község
7;19549;FEJ;8088;Szár;1 692;832;860;község
7;14465;FEJ;8121;Tabajd;1 012;489;523;község
7;29267;FEJ;2463;Tác;1 758;864;894;község
7;21005;FEJ;2066;Tordas;2 093;1 063;1 030;község
7;17482;FEJ;8142;Újbarok;433;219;214;község
7;17622;FEJ;7041;Úrhida;2 550;1 276;1 274;község
7;02459;FEJ;2473;Vajta;896;422;474;község
7;05829;FEJ;2477;Vál;2 588;1 266;1 322;község
7;03498;FEJ;8089;Vereb;807;393;414;község
7;02750;FEJ;8085;Vértesacsa;1 875;921;954;község
7;13897;FEJ;8081;Vértesboglár;906;446;460;község
7;30243;FEJ;8112;Zámoly;2 382;1 197;1 185;község
8;25584;GYO;9400;Győr;124 685;59 215;65 470;megye székhely
8;08518;GYO;9343;Sopron;58 294;27 561;30 733;megyei jogú város
8;10588;GYO;9168;Beled;2 581;1 290;1 291;város
8;04039;GYO;9431;Csorna;10 042;4 925;5 117;város
8;09885;GYO;9444;Fertőd;3 292;1 601;1 691;város
8;15343;GYO;9243;Fertőszentmiklós;3 803;1 824;1 979;város
8;29221;GYO;9330;Jánossomorja;6 119;3 070;3 049;város
8;28334;GYO;9155;Kapuvár;10 098;4 880;5 218;város
8;33668;GYO;9200;Lébény;3 279;1 605;1 674;város
8;04783;GYO;9090;Mosonmagyaróvár;32 454;15 672;16 782;város
8;24305;GYO;9100;Pannonhalma;3 519;1 730;1 789;város
8;19035;GYO;9167;Tét;4 070;2 036;2 034;város
8;15501;GYO;9222;Bősárkány;2 139;1 073;1 066;nagyközség
8;17905;GYO;9485;Hegyeshalom;3 660;1 816;1 844;nagyközség
8;02495;GYO;9317;Nagycenk;2 160;1 036;1 124;nagyközség
8;08536;GYO;9151;Szany;2 147;1 078;1 069;nagyközség
8;11882;GYO;9168;Abda;3 290;1 640;1 650;község
8;33385;GYO;9423;Acsalag;484;243;241;község
8;04880;GYO;9441;Ágfalva;2 370;1 206;1 164;község
8;29407;GYO;9132;Agyagosszergény;912;462;450;község
8;32249;GYO;9177;Árpás;253;127;126;község
8;26921;GYO;9351;Ásványráró;2 053;1 034;1 019;község
8;15042;GYO;9145;Babót;1 106;567;539;község
8;28769;GYO;8433;Bágyogszovát;1 352;665;687;község
8;28936;GYO;9088;Bakonygyirót;156;76;80;község
8;22062;GYO;8431;Bakonypéterd;289;156;133;község
8;05944;GYO;9169;Bakonyszentlászló;1 766;878;888;község
8;06196;GYO;9223;Barbacs;755;385;370;község
8;29805;GYO;9162;Bezenye;1 435;670;765;község
8;10560;GYO;9134;Bezi;529;268;261;község
8;06220;GYO;9324;Bodonhely;312;160;152;község
8;04367;GYO;9073;Bogyoszló;625;310;315;község
8;33950;GYO;9152;Bőny;2 252;1 118;1 134;község
8;06619;GYO;9165;Börcs;1 340;667;673;község
8;27085;GYO;9364;Cakóháza;53;27;26;község
8;15954;GYO;9375;Cirák;539;257;282;község
8;10047;GYO;9372;Csáfordjánosfa;232;118;114;község
8;08563;GYO;9375;Csapod;570;301;269;község
8;30191;GYO;9127;Csér;37;19;18;község
8;13505;GYO;9232;Csikvánd;500;240;260;község
8;21865;GYO;9365;Darnózseli;1 584;774;810;község
8;32595;GYO;9147;Dénesfa;405;209;196;község
8;21917;GYO;9225;Dör;619;296;323;község
8;27739;GYO;9235;Dunakiliti;2 003;985;1 018;község
8;02079;GYO;9174;Dunaremete;249;123;126;község
8;21078;GYO;9175;Dunaszeg;2 204;1 124;1 080;község
8;15875;GYO;9226;Dunaszentpál;752;391;361;község
8;10454;GYO;9451;Dunasziget;1 677;838;839;község
8;26347;GYO;9083;Ebergőc;162;76;86;község
8;16708;GYO;9343;Écs;2 072;1 026;1 046;község
8;22442;GYO;9314;Edve;113;59;54;község
8;20288;GYO;9473;Egyed;533;266;267;község
8;15237;GYO;9143;Egyházasfalu;875;457;418;község
8;15033;GYO;9321;Enese;1 789;868;921;község
8;33996;GYO;9163;Farád;1 937;976;961;község
8;06956;GYO;9211;Fehértó;501;251;250;község
8;32717;GYO;9122;Feketeerdő;621;320;301;község
8;33251;GYO;8432;Felpéc;951;474;477;község
8;30678;GYO;9493;Fenyőfő;111;64;47;község
8;11253;GYO;9442;Fertőboz;308;153;155;község
8;09487;GYO;9492;Fertőendréd;617;302;315;község
8;10658;GYO;9421;Fertőhomok;825;397;428;község
8;12414;GYO;9436;Fertőrákos;2 282;1 103;1 179;község
8;31440;GYO;9071;Fertőszéplak;1 286;631;655;község
8;02060;GYO;9474;Gönyű;3 281;1 654;1 627;község
8;17969;GYO;9126;Gyalóka;76;40;36;község
8;26860;GYO;9363;Gyarmat;1 369;667;702;község
8;23843;GYO;9124;Gyóró;390;182;208;község
8;20400;GYO;9093;Gyömöre;1 253;629;624;község
8;08721;GYO;9173;Győrasszonyfa;530;266;264;község
8;13198;GYO;9084;Győrladamér;1 826;883;943;község
8;31316;GYO;9161;Győrság;1 511;756;755;község
8;19309;GYO;9121;Győrsövényház;807;423;384;község
8;15653;GYO;9081;Győrszemere;3 283;1 634;1 649;község
8;07481;GYO;9171;Győrújbarát;7 203;3 560;3 643;község
8;31787;GYO;9172;Győrújfalu;2 112;1 041;1 071;község
8;15228;GYO;9228;Győrzámoly;3 154;1 581;1 573;község
8;26790;GYO;9422;Halászi;3 188;1 573;1 615;község
8;07649;GYO;9178;Harka;2 535;1 301;1 234;község
8;12308;GYO;9437;Hédervár;1 238;631;607;község
8;18403;GYO;9491;Hegykő;1 569;792;777;község
8;23375;GYO;9362;Hidegség;446;233;213;község
8;04020;GYO;9361;Himod;652;329;323;község
8;10029;GYO;9141;Hövej;316;165;151;község
8;20604;GYO;9374;Ikrény;1 923;956;967;község
8;31635;GYO;9323;Iván;1 246;642;604;község
8;06646;GYO;9123;Jobaháza;555;268;287;község
8;12113;GYO;9182;Kajárpéc;1 275;665;610;község
8;34351;GYO;9181;Károlyháza;562;301;261;község
8;14748;GYO;9133;Kimle;2 299;1 154;1 145;község
8;02413;GYO;9062;Kisbabot;235;117;118;község
8;22886;GYO;9234;Kisbajcs;904;452;452;község
8;07816;GYO;9341;Kisbodak;376;187;189;község
8;33695;GYO;9144;Kisfalud;719;360;359;község
8;11262;GYO;9495;Kóny;2 723;1 349;1 374;község
8;06895;GYO;9113;Kópháza;2 082;992;1 090;község
8;24633;GYO;9184;Koroncó;2 349;1 164;1 185;község
8;31626;GYO;9089;Kunsziget;1 288;630;658;község
8;04376;GYO;9221;Lázi;551;297;254;község
8;19239;GYO;9233;Levél;2 033;1 016;1 017;község
8;16221;GYO;9461;Lipót;752;383;369;község
8;31194;GYO;9169;Lövő;1 413;700;713;község
8;26444;GYO;9346;Maglóca;100;51;49;község
8;13912;GYO;9231;Magyarkeresztúr;464;220;244;község
8;12283;GYO;9164;Máriakálnok;2 007;1 006;1 001;község
8;06770;GYO;9176;Markotabödöge;487;232;255;község
8;27359;GYO;9136;Mecsér;634;315;319;község
8;20385;GYO;9097;Mérges;112;59;53;község
8;12812;GYO;9342;Mezőörs;943;454;489;község
8;21980;GYO;9131;Mihályi;1 106;573;533;község
8;02556;GYO;9154;Mórichida;834;398;436;község
8;33677;GYO;9245;Mosonszentmiklós;2 518;1 254;1 264;község
8;28149;GYO;9246;Mosonszolnok;1 792;903;889;község
8;34412;GYO;9063;Mosonudvar;445;235;210;község
8;02361;GYO;9482;Nagybajcs;1 006;474;532;község
8;32939;GYO;9072;Nagylózs;1 058;492;566;község
8;33543;GYO;9471;Nagyszentjános;1 859;958;901;község
8;29328;GYO;9096;Nemeskér;190;96;94;község
8;19752;GYO;9082;Nyalka;479;232;247;község
8;12955;GYO;9354;Nyúl;4 443;2 218;2 225;község
8;15121;GYO;9153;Osli;889;442;447;község
8;02635;GYO;9345;Öttevény;3 075;1 513;1 562;község
8;19637;GYO;9311;Páli;468;267;201;község
8;23481;GYO;9085;Pásztori;407;214;193;község
8;12715;GYO;9098;Pázmándfalu;1 072;543;529;község
8;15529;GYO;9484;Pér;2 577;1 274;1 303;község
8;23773;GYO;9443;Pereszteg;1 464;724;740;község
8;22831;GYO;9481;Petőháza;1 072;517;555;község
8;14687;GYO;9324;Pinnye;356;186;170;község
8;27304;GYO;9373;Potyond;102;49;53;község
8;31370;GYO;9235;Pusztacsalád;289;149;140;község
8;12964;GYO;9313;Püski;635;331;304;község
8;04792;GYO;9136;Rábacsanak;510;251;259;község
8;33701;GYO;9344;Rábacsécsény;592;295;297;község
8;14793;GYO;9142;Rábakecöl;703;337;366;község
8;25335;GYO;9146;Rábapatona;2 618;1 295;1 323;község
8;24721;GYO;9327;Rábapordány;982;492;490;község
8;20136;GYO;9316;Rábasebes;88;47;41;község
8;15273;GYO;9135;Rábaszentandrás;457;232;225;község
8;33710;GYO;9133;Rábaszentmihály;502;256;246;község
8;17297;GYO;9322;Rábaszentmiklós;142;68;74;község
8;15422;GYO;9165;Rábatamási;1 003;527;476;község
8;03753;GYO;9224;Rábcakapi;170;84;86;község
8;26587;GYO;9091;Rajka;3 548;1 756;1 792;község
8;21801;GYO;9375;Ravazd;1 294;618;676;község
8;14438;GYO;9475;Répceszemere;288;152;136;község
8;07746;GYO;9074;Répcevis;344;173;171;község
8;33969;GYO;8434;Rétalap;602;308;294;község
8;17507;GYO;9451;Románd;316;154;162;község
8;11068;GYO;9434;Röjtökmuzsaj;429;210;219;község
8;30021;GYO;8439;Sarród;965;476;489;község
8;08606;GYO;9315;Sikátor;341;163;178;község
8;24208;GYO;9112;Sobor;282;130;152;község
8;12627;GYO;9463;Sokorópátka;1 149;593;556;község
8;29090;GYO;9483;Sopronhorpács;835;411;424;község
8;25724;GYO;9325;Sopronkövesd;1 256;602;654;község
8;02617;GYO;9474;Sopronnémeti;312;153;159;község
8;11369;GYO;9353;Szakony;440;219;221;község
8;15714;GYO;9125;Szárföld;1 035;489;546;község
8;03887;GYO;9326;Szerecseny;776;383;393;község
8;19266;GYO;9312;Szil;1 366;709;657;község
8;03364;GYO;9095;Szilsárkány;720;373;347;község
8;14261;GYO;9094;Táp;743;362;381;község
8;21971;GYO;9092;Tápszentmiklós;940;477;463;község
8;33914;GYO;9165;Tarjánpuszta;416;201;215;község
8;04172;GYO;9111;Tárnokréti;203;99;104;község
8;11457;GYO;9086;Tényő;1 722;850;872;község
8;16674;GYO;9472;Töltéstava;2 464;1 264;1 200;község
8;19673;GYO;9244;Újkér;1 000;483;517;község
8;31839;GYO;9464;Újrónafő;871;429;442;község
8;20792;GYO;9346;Und;325;145;180;község
8;06239;GYO;9327;Vadosfa;103;51;52;község
8;02237;GYO;9061;Vág;538;271;267;község
8;12405;GYO;9243;Vámosszabadi;3 225;1 634;1 591;község
8;18412;GYO;9343;Várbalog;409;204;205;község
8;17880;GYO;9062;Vásárosfalu;160;87;73;község
8;05014;GYO;9352;Vének;176;88;88;község
8;04589;GYO;8438;Veszkény;955;483;472;község
8;22691;GYO;9371;Veszprémvarsány;1 062;531;531;község
8;25797;GYO;9462;Vitnyéd;1 400;689;711;község
8;16319;GYO;9346;Völcsej;406;207;199;község
8;16869;GYO;9476;Zsebeháza;142;66;76;község
9;15130;HAJ;4060;Debrecen;202 402;95 452;106 950;megye székhely
9;02918;HAJ;4100;Balmazújváros;17 618;8 643;8 975;város
9;12788;HAJ;4110;Berettyóújfalu;14 895;7 214;7 681;város
9;19956;HAJ;4130;Biharkeresztes;4 386;2 184;2 202;város
9;05573;HAJ;4074;Derecske;8 715;4 249;4 466;város
9;03045;HAJ;4087;Hajdúböszörmény;30 854;15 048;15 806;város
9;12803;HAJ;4242;Hajdúdorog;8 900;4 402;4 498;város
9;10393;HAJ;4080;Hajdúhadház;13 394;6 667;6 727;város
9;22406;HAJ;4251;Hajdúnánás;17 059;8 388;8 671;város
9;31097;HAJ;4200;Hajdúsámson;14 315;7 271;7 044;város
9;05175;HAJ;4183;Hajdúszoboszló;24 185;11 609;12 576;város
9;02307;HAJ;4138;Kaba;5 894;2 963;2 931;város
9;05768;HAJ;4181;Létavértes;7 478;3 720;3 758;város
9;28103;HAJ;4252;Nádudvar;8 767;4 308;4 459;város
9;06187;HAJ;4090;Nyíradony;7 890;3 917;3 973;város
9;23117;HAJ;4150;Polgár;8 107;4 047;4 060;város
9;10162;HAJ;4243;Püspökladány;14 517;7 075;7 442;város
9;23214;HAJ;4066;Téglás;6 449;3 126;3 323;város
9;15644;HAJ;4287;Tiszacsege;4 644;2 339;2 305;város
9;08989;HAJ;4286;Vámospércs;5 562;2 776;2 786;város
9;20011;HAJ;4145;Bagamér;2 603;1 282;1 321;nagyközség
9;12450;HAJ;4067;Csökmő;2 026;1 034;992;nagyközség
9;15741;HAJ;4177;Egyek;5 335;2 639;2 696;nagyközség
9;03258;HAJ;4274;Földes;4 002;1 957;2 045;nagyközség
9;06266;HAJ;4173;Hosszúpályi;5 947;2 950;2 997;nagyközség
9;06309;HAJ;4264;Nagyrábé;2 142;1 063;1 079;nagyközség
9;32294;HAJ;4125;Nyírábrány;3 910;1 941;1 969;nagyközség
9;11837;HAJ;4171;Pocsaj;2 770;1 393;1 377;nagyközség
9;23940;HAJ;4142;Sárrétudvari;2 935;1 472;1 463;nagyközség
9;04817;HAJ;4285;Zsáka;1 595;786;809;nagyközség
9;03319;HAJ;4164;Ártánd;645;353;292;község
9;15167;HAJ;4161;Bakonszeg;1 188;580;608;község
9;26693;HAJ;4128;Báránd;2 611;1 328;1 283;község
9;33446;HAJ;4116;Bedő;369;179;190;község
9;18467;HAJ;4175;Berekböszörmény;2 030;1 022;1 008;község
9;25256;HAJ;4172;Bihardancsháza;180;92;88;község
9;24828;HAJ;4174;Biharnagybajom;2 788;1 431;1 357;község
9;29887;HAJ;4241;Bihartorda;950;457;493;község
9;34102;HAJ;4114;Bocskaikert;3 557;1 769;1 788;község
9;14137;HAJ;4144;Bojt;579;296;283;község
9;14678;HAJ;4211;Darvas;555;289;266;község
9;14614;HAJ;4124;Ebes;4 751;2 334;2 417;község
9;25469;HAJ;4095;Esztár;1 432;702;730;község
9;34014;HAJ;4141;Folyás;319;164;155;község
9;16993;HAJ;4266;Furta;1 155;561;594;község
9;22150;HAJ;4122;Fülöp;1 735;871;864;község
9;18175;HAJ;4075;Gáborján;886;448;438;község
9;16568;HAJ;4273;Görbeháza;2 410;1 181;1 229;község
9;26170;HAJ;4212;Hajdúbagos;2 097;1 013;1 084;község
9;17473;HAJ;4123;Hajdúszovát;3 174;1 579;1 595;község
9;29391;HAJ;4071;Hencida;1 215;633;582;község
9;04118;HAJ;4126;Hortobágy;1 456;727;729;község
9;15477;HAJ;4284;Kismarja;1 306;637;669;község
9;17455;HAJ;4133;Kokad;683;349;334;község
9;25964;HAJ;4136;Konyár;2 223;1 116;1 107;község
9;31130;HAJ;4135;Körösszakál;816;415;401;község
9;08943;HAJ;4137;Körösszegapáti;1 068;523;545;község
9;03683;HAJ;4118;Magyarhomorog;893;439;454;község
9;31033;HAJ;4134;Mezőpeterd;635;334;301;község
9;18847;HAJ;4271;Mezősas;669;339;330;község
9;24217;HAJ;4275;Mikepércs;4 898;2 402;2 496;község
9;25894;HAJ;4064;Monostorpályi;2 180;1 048;1 132;község
9;09478;HAJ;4127;Nagyhegyes;2 850;1 402;1 448;község
9;08907;HAJ;4262;Nagykereki;1 387;721;666;község
9;14003;HAJ;4263;Nyíracsád;3 803;1 864;1 939;község
9;32382;HAJ;4176;Nyírmártonfalva;2 033;1 014;1 019;község
9;26116;HAJ;4272;Sáp;962;464;498;község
9;25007;HAJ;4121;Sáránd;2 375;1 136;1 239;község
9;19099;HAJ;4162;Szentpéterszeg;1 121;548;573;község
9;33437;HAJ;4132;Szerep;1 569;802;767;község
9;31042;HAJ;4184;Tépe;1 072;533;539;község
9;19691;HAJ;4097;Tetétlen;1 351;693;658;község
9;25876;HAJ;4146;Told;404;209;195;község
9;23393;HAJ;4288;Újiráz;532;247;285;község
9;20419;HAJ;4065;Újléta;1 106;567;539;község
9;32568;HAJ;4096;Újszentmargita;1 447;715;732;község
9;11925;HAJ;4119;Újtikos;864;423;441;község
9;16762;HAJ;4143;Váncsod;1 190;598;592;község
9;11138;HAJ;3300;Vekerd;114;59;55;község
10;20491;HEV;3346;Eger;52 660;24 276;28 384;megye székhely
10;03276;HEV;3200;Füzesabony;7 729;3 791;3 938;város
10;05236;HEV;3035;Gyöngyös;29 036;13 554;15 482;város
10;08323;HEV;3000;Gyöngyöspata;2 503;1 217;1 286;város
10;22309;HEV;3360;Hatvan;20 639;9 820;10 819;város
10;14526;HEV;3384;Heves;10 557;5 038;5 519;város
10;30401;HEV;3250;Lőrinci;5 593;2 738;2 855;város
10;12070;HEV;3351;Pétervására;2 189;1 062;1 127;város
10;24147;HEV;3350;Verpelét;3 892;1 863;2 029;város
10;32179;HEV;3240;Kál;3 555;1 708;1 847;nagyközség
10;07436;HEV;3245;Parád;1 989;898;1 091;nagyközség
10;09609;HEV;3261;Recsk;2 772;1 304;1 468;nagyközség
10;24554;HEV;3292;Abasár;2 482;1 178;1 304;község
10;23241;HEV;3353;Adács;2 629;1 292;1 337;község
10;06345;HEV;3399;Aldebrő;695;340;355;község
10;17987;HEV;3032;Andornaktálya;2 767;1 350;1 417;község
10;07241;HEV;3371;Apc;2 463;1 183;1 280;község
10;06503;HEV;3213;Átány;1 525;766;759;község
10;16090;HEV;3347;Atkár;1 837;884;953;község
10;11527;HEV;3336;Balaton;1 045;510;535;község
10;24022;HEV;3343;Bátor;365;166;199;község
10;04400;HEV;3373;Bekölce;666;325;341;község
10;27517;HEV;3368;Besenyőtelek;2 647;1 297;1 350;község
10;22354;HEV;3243;Boconád;1 294;625;669;község
10;14933;HEV;3016;Bodony;725;348;377;község
10;03452;HEV;3335;Boldog;2 977;1 433;1 544;község
10;02963;HEV;3257;Bükkszék;674;327;347;község
10;10621;HEV;3346;Bükkszenterzsébet;1 019;495;524;község
10;22099;HEV;3015;Bükkszentmárton;317;154;163;község
10;16841;HEV;3395;Csány;2 151;1 018;1 133;község
10;08660;HEV;3275;Demjén;623;314;309;község
10;09201;HEV;3263;Detk;1 140;531;609;község
10;07515;HEV;3374;Domoszló;1 973;928;1 045;község
10;30261;HEV;3013;Dormánd;1 014;495;519;község
10;17181;HEV;3321;Ecséd;3 137;1 534;1 603;község
10;12821;HEV;3337;Egerbakta;1 462;697;765;község
10;26019;HEV;3341;Egerbocs;534;265;269;község
10;16610;HEV;3379;Egercsehi;1 332;645;687;község
10;02981;HEV;3394;Egerfarmos;692;339;353;község
10;24758;HEV;3328;Egerszalók;1 951;999;952;község
10;13648;HEV;3252;Egerszólát;1 116;547;569;község
10;28556;HEV;3358;Erdőkövesd;633;294;339;község
10;24235;HEV;3295;Erdőtelek;3 308;1 597;1 711;község
10;20118;HEV;3255;Erk;931;449;482;község
10;12432;HEV;3352;Fedémes;301;148;153;község
10;20747;HEV;3324;Feldebrő;997;481;516;község
10;16328;HEV;3212;Felsőtárkány;3 552;1 707;1 845;község
10;17534;HEV;3211;Gyöngyöshalász;2 625;1 281;1 344;község
10;13338;HEV;3231;Gyöngyösoroszi;1 524;736;788;község
10;19123;HEV;3036;Gyöngyössolymos;2 926;1 428;1 498;község
10;28088;HEV;3273;Gyöngyöstarján;2 287;1 098;1 189;község
10;11411;HEV;3011;Halmajugra;1 376;665;711;község
10;20242;HEV;3322;Heréd;1 903;938;965;község
10;10241;HEV;3383;Hevesaranyos;597;293;304;község
10;04084;HEV;3014;Hevesvezekény;694;331;363;község
10;04145;HEV;3253;Hort;3 613;1 728;1 885;község
10;10074;HEV;3248;Istenmezeje;1 419;673;746;község
10;13879;HEV;3355;Ivád;386;188;198;község
10;15307;HEV;3281;Kápolna;1 551;747;804;község
10;05935;HEV;3396;Karácsond;2 980;1 443;1 537;község
10;28079;HEV;3009;Kerecsend;2 387;1 226;1 161;község
10;34379;HEV;3256;Kerekharaszt;1 006;499;507;község
10;22460;HEV;3264;Kisfüzes;132;66;66;község
10;12502;HEV;3356;Kisnána;1 000;478;522;község
10;23995;HEV;3372;Kompolt;2 012;961;1 051;község
10;14535;HEV;3274;Kömlő;2 011;1 019;992;község
10;15796;HEV;3397;Ludas;747;351;396;község
10;27696;HEV;3262;Maklár;2 445;1 174;1 271;község
10;16540;HEV;3247;Markaz;1 737;832;905;község
10;19965;HEV;3246;Mátraballa;753;354;399;község
10;14872;HEV;3234;Mátraderecske;1 822;872;950;község
10;29045;HEV;3378;Mátraszentimre;474;240;234;község
10;25089;HEV;3375;Mezőszemere;1 131;558;573;község
10;31662;HEV;3344;Mezőtárkány;1 600;770;830;község
10;31282;HEV;3345;Mikófalva;691;339;352;község
10;31565;HEV;3282;Mónosbél;391;197;194;község
10;26879;HEV;3012;Nagyfüged;1 763;857;906;község
10;24943;HEV;3214;Nagykökényes;579;290;289;község
10;31486;HEV;3398;Nagyréde;3 290;1 573;1 717;község
10;27605;HEV;3357;Nagytálya;889;442;447;község
10;10418;HEV;3349;Nagyút;694;339;355;község
10;28282;HEV;3325;Nagyvisnyó;955;469;486;község
10;18810;HEV;3327;Noszvaj;1 920;888;1 032;község
10;29276;HEV;3326;Novaj;1 377;670;707;község
10;27216;HEV;3261;Ostoros;2 744;1 336;1 408;község
10;34324;HEV;3242;Pálosvörösmart;645;307;338;község
10;20215;HEV;3381;Parádsasvár;412;206;206;község
10;19567;HEV;3023;Pély;1 473;745;728;község
10;33686;HEV;3388;Petőfibánya;2 665;1 295;1 370;község
10;22196;HEV;3033;Poroszló;2 862;1 427;1 435;község
10;27650;HEV;3386;Rózsaszentmárton;2 002;915;1 087;község
10;07180;HEV;3332;Sarud;1 164;568;596;község
10;08527;HEV;3334;Sirok;1 771;832;939;község
10;16063;HEV;3323;Szajla;592;279;313;község
10;03382;HEV;3259;Szarvaskő;378;184;194;község
10;13231;HEV;3377;Szentdomonkos;523;249;274;község
10;11013;HEV;3348;Szihalom;1 991;955;1 036;község
10;05643;HEV;3341;Szilvásvárad;1 564;760;804;község
10;13523;HEV;3034;Szúcs;396;210;186;község
10;09982;HEV;3369;Szűcsi;1 535;715;820;község
10;32966;HEV;3258;Tarnabod;759;391;368;község
10;13240;HEV;3284;Tarnalelesz;1 681;790;891;község
10;23348;HEV;3294;Tarnaméra;1 622;788;834;község
10;14128;HEV;3331;Tarnaörs;1 804;903;901;község
10;09052;HEV;3382;Tarnaszentmária;233;104;129;község
10;16160;HEV;3283;Tarnaszentmiklós;829;425;404;község
10;17163;HEV;3359;Tarnazsadány;1 302;643;659;község
10;14076;HEV;3333;Tenk;1 220;618;602;község
10;12229;HEV;3385;Terpes;198;104;94;község
10;07083;HEV;3354;Tiszanána;2 460;1 230;1 230;község
10;09964;HEV;3387;Tófalu;591;289;302;község
10;27623;HEV;3291;Újlőrincfalva;201;104;97;község
10;14580;HEV;3254;Vámosgyörk;2 022;966;1 056;község
10;27012;HEV;3265;Váraszó;466;214;252;község
10;31246;HEV;3293;Visonta;1 250;602;648;község
10;03513;HEV;3031;Visznek;1 073;537;536;község
10;21722;HEV;3296;Zagyvaszántó;1 888;910;978;község
10;23445;HEV;2800;Zaránk;451;201;250;község
11;18157;KOM;2941;Tatabánya;68 698;32 695;36 003;megye székhely
11;04428;KOM;2943;Ács;7 169;3 522;3 647;város
11;19363;KOM;2510;Bábolna;3 547;1 740;1 807;város
11;10490;KOM;2500;Dorog;12 055;5 762;6 293;város
11;25131;KOM;2870;Esztergom;29 476;14 249;15 227;város
11;17330;KOM;2900;Kisbér;5 553;2 674;2 879;város
11;15352;KOM;2840;Nyergesújfalu;7 508;3 647;3 861;város
11;30766;KOM;2534;Oroszlány;18 823;9 192;9 631;város
11;08758;KOM;2835;Tát;5 471;2 632;2 839;város
11;20127;KOM;2942;Tata;23 169;11 059;12 110;város
11;14155;KOM;2887;Tokod;4 221;2 092;2 129;nagyközség
11;18139;KOM;2862;Ácsteszér;684;338;346;község
11;32346;KOM;2529;Almásfüzitő;2 131;1 031;1 100;község
11;34227;KOM;2881;Annavölgy;948;455;493;község
11;23852;KOM;2836;Ászár;1 741;869;872;község
11;29212;KOM;2525;Baj;2 882;1 425;1 457;község
11;16744;KOM;2533;Bajna;1 969;983;986;község
11;29355;KOM;2885;Bajót;1 625;803;822;község
11;24244;KOM;2861;Bakonybánk;444;224;220;község
11;25229;KOM;2884;Bakonysárkány;987;477;510;község
11;22381;KOM;2944;Bakonyszombathely;1 375;683;692;község
11;31422;KOM;2883;Bana;1 615;778;837;község
11;08624;KOM;2855;Bársonyos;761;337;424;község
11;07311;KOM;2858;Bokod;2 201;1 069;1 132;község
11;16416;KOM;2888;Császár;1 893;947;946;község
11;33109;KOM;2949;Csatka;234;123;111;község
11;33640;KOM;2946;Csém;416;190;226;község
11;18272;KOM;2521;Csép;364;181;183;község
11;18926;KOM;2854;Csolnok;3 248;1 576;1 672;község
11;33163;KOM;2522;Dad;1 041;518;523;község
11;22910;KOM;2027;Dág;925;452;473;község
11;06594;KOM;2545;Dömös;1 209;618;591;község
11;33835;KOM;2897;Dunaalmás;1 620;836;784;község
11;24101;KOM;2526;Dunaszentmiklós;498;226;272;község
11;29638;KOM;2947;Epöl;638;331;307;község
11;06664;KOM;2821;Ete;619;309;310;község
11;06521;KOM;2832;Gyermely;1 518;774;744;község
11;11891;KOM;2852;Héreg;1 057;527;530;község
11;04525;KOM;2882;Kecskéd;2 085;1 018;1 067;község
11;10995;KOM;2517;Kerékteleki;712;366;346;község
11;29577;KOM;2948;Kesztölc;2 747;1 355;1 392;község
11;20923;KOM;2898;Kisigmánd;527;267;260;község
11;02510;KOM;2853;Kocs;2 594;1 261;1 333;község
11;07630;KOM;2851;Kömlőd;1 075;531;544;község
11;30553;KOM;2518;Környe;4 720;2 345;2 375;község
11;25487;KOM;2527;Leányvár;1 861;906;955;község
11;22637;KOM;2911;Máriahalom;666;344;322;község
11;26930;KOM;2535;Mocsa;2 141;1 057;1 084;község
11;28255;KOM;2524;Mogyorósbánya;880;412;468;község
11;27076;KOM;2899;Nagysáp;1 467;737;730;község
11;20163;KOM;2544;Naszály;2 423;1 178;1 245;község
11;33826;KOM;2519;Neszmély;1 341;657;684;község
11;21874;KOM;2028;Piliscsév;2 509;1 228;1 281;község
11;14669;KOM;2886;Pilismarót;2 095;1 041;1 054;község
11;30012;KOM;2523;Réde;1 309;635;674;község
11;26903;KOM;2889;Sárisáp;2 805;1 362;1 443;község
